"1",2537,"Ayeyarwady",150
“2”,2538,”Bagan”,150
“3”,2539,”Bago",150
“4”,2540,”Chin",150
“5”,2541,”Dawei”,150
“6”,2542,”Kachin",150
“7”,2543,”Kayah",150
“8”,2544,”Kayin",150
“9”,2545,”Magway",150
“10”,2546,”Mandalay",150
"11”,2547,”Mawlamyine”,150
“12”,2548,”Mon",150
"13”,2549,”Nay Pyi Taw",150
"14”,2550,”Rakhine",150
"15”,2551,”Sagaing",150
"16”,2552,”Shan",150
"17”,2553,”Tanintharyi",150
"18”,2554,”Yangon",150
