"1",2537,"Ayeyarwady",150
"2",2538,"Bago",150
"3",2539,"Chin",150
"4",2540,"Kachin",150
"5",2541,"Kayah",150
"6",2542,"Kayin",150
"7",2543,"Magway",150
"8",2544,"Mandalay",150
"9",2545,"Mon",150
"10",2546,"Nay Pyi Taw",150
"11",2547,"Rakhine",150
"12",2548,"Sagaing",150
"13",2549,"Shan",150
"14",2550,"Tanintharyi",150
"15",2551,"Yangon",150
